,year,month,institution_name,population_felons,civil_addict,total_population,designed_capacity,percent_occupied,staffed_capacity,source_pdf_name
4299,2006,5,PVSP (PLEASANT VALLEY SP),5007,0,5007,2298,217.9,5028,TPOP1Ad0605.pdf
4300,2006,5,PBSP (PELICAN BAY SP),3427,0,3427,2376,144.2,3582,TPOP1Ad0605.pdf
4301,2006,5,NKSP (NORTH KERN SP),5150,8,5158,2918,176.8,5387,TPOP1Ad0605.pdf
4302,2006,5,MCSP (MULE CREEK SP),3928,0,3928,1700,231.1,3837,TPOP1Ad0605.pdf
4303,2006,5,KVSP (KERN VALLEY SP),4411,0,4411,2448,180.2,4366,TPOP1Ad0605.pdf
4304,2006,5,ISP (IRONWOOD SP),4648,0,4648,2200,211.3,4653,TPOP1Ad0605.pdf
4305,2006,5,HDSP (HIGH DESERT SP),4692,3,4695,2534,185.3,4752,TPOP1Ad0605.pdf
4306,2006,5,FOL (FOLSOM SP) (MALE),4132,0,4132,2475,166.9,4249,TPOP1Ad0605.pdf
4307,2006,5,DVI (DEUEL VOCATIONAL INSTITUTION),3734,8,3742,1787,209.4,3551,TPOP1Ad0605.pdf
4308,2006,5,CTF (CORRECTIONAL TRAINING FAC),7066,2,7068,3319,213.0,7001,TPOP1Ad0605.pdf
4309,2006,5,CVSP (CHUCKAWALLA VALLEY SP),4242,0,4242,1738,244.1,3860,TPOP1Ad0605.pdf
4310,2006,5,SATF (CA SUBSTANCE ABUSE TREAT FAC),7427,0,7427,3591,206.8,7027,TPOP1Ad0605.pdf
4311,2006,5,"SOL (CA SP, SOLANO)",6045,0,6045,2658,227.4,5660,TPOP1Ad0605.pdf
4312,2006,5,SQ (SAN QUENTIN SP),5031,4,5035,3661,137.5,5681,TPOP1Ad0605.pdf
4313,2006,5,"SAC (CA SP, SACRAMENTO)",3220,0,3220,1898,169.7,3244,TPOP1Ad0605.pdf
4314,2006,5,"LAC (CA SP, LOS ANGELES COUNTY)",1145,0,1145,400,286.2,400,TPOP1Ad0605.pdf
4315,2006,5,"LAC (CA SP, LOS ANGELES COUNTY)",3330,0,3330,2200,151.4,4684,TPOP1Ad0605.pdf
4316,2006,5,"COR (CA SP, CORCORAN)",5227,0,5227,3016,173.3,5134,TPOP1Ad0605.pdf
4317,2006,5,CEN (CENTINELA SP),4886,0,4886,2316,211.0,5103,TPOP1Ad0605.pdf
4318,2006,5,CAL (CALIPATRIA SP),4263,0,4263,2508,170.0,4268,TPOP1Ad0605.pdf
4319,2006,5,"CRC (CAL REHAB CTR, MEN)",3054,894,3948,1814,217.6,3952,TPOP1Ad0605.pdf
4320,2006,5,CMC (CA MEN'S COLONY),6519,0,6519,3884,167.8,6604,TPOP1Ad0605.pdf
4321,2006,5,CMF (CA MEDICAL FAC),3057,0,3057,2315,132.1,3351,TPOP1Ad0605.pdf
4322,2006,5,CIM (CA INSTITUTION FOR MEN),6526,15,6541,3078,212.5,6615,TPOP1Ad0605.pdf
4323,2006,5,CCI (CA CORRECTIONAL INSTITUTION),5457,0,5457,3020,180.7,5558,TPOP1Ad0605.pdf
4324,2006,5,CCC (CA CORRECTIONAL CENTER),6088,0,6088,3682,165.3,5750,TPOP1Ad0605.pdf
4325,2006,5,ASP (AVENAL SP),7299,0,7299,3114,234.4,7028,TPOP1Ad0605.pdf
4326,2006,6,VSP (VALLEY SP),3821,25,3846,2015,190.9,3686,TPOP1Ad0606.pdf
4327,2006,6,SBRN (SAN BRUNO CO. JAIL),3,0,3,60,5.0,200,TPOP1Ad0606.pdf
4328,2006,6,CCWF (CENTRAL CA WOMEN'S FAC),3871,8,3879,2029,191.2,3490,TPOP1Ad0606.pdf
4329,2006,6,"CRC (CAL REHAB CTR, WOMEN)",414,317,731,500,146.2,680,TPOP1Ad0606.pdf
4330,2006,6,CIW (CA INSTITUTION FOR WOMEN),2647,16,2663,1346,197.8,2270,TPOP1Ad0606.pdf
4331,2006,6,WSP (WASCO SP),6185,20,6205,3314,187.2,6066,TPOP1Ad0606.pdf
4332,2006,6,SCC (SIERRA CONSERVATION CENTER),6251,0,6251,3606,173.3,6107,TPOP1Ad0606.pdf
4333,2006,6,SBRN (SAN BRUNO CO. JAIL),108,0,108,60,180.0,200,TPOP1Ad0606.pdf
4334,2006,6,SVSP (SALINAS VALLEY SP),4515,0,4515,2914,154.9,4510,TPOP1Ad0606.pdf
4335,2006,6,RJD (RJ DONOVAN CORRECTIONAL FAC),4678,0,4678,2308,202.7,4443,TPOP1Ad0606.pdf
4336,2006,6,PVSP (PLEASANT VALLEY SP),5070,0,5070,2298,220.6,5028,TPOP1Ad0606.pdf
4337,2006,6,PBSP (PELICAN BAY SP),3418,0,3418,2376,143.9,3582,TPOP1Ad0606.pdf
4338,2006,6,NKSP (NORTH KERN SP),5353,5,5358,2918,183.6,5387,TPOP1Ad0606.pdf
4339,2006,6,MCSP (MULE CREEK SP),3946,0,3946,1700,232.1,3837,TPOP1Ad0606.pdf
4340,2006,6,KVSP (KERN VALLEY SP),4649,0,4649,2718,171.0,4636,TPOP1Ad0606.pdf
4341,2006,6,ISP (IRONWOOD SP),4631,0,4631,2200,210.5,4653,TPOP1Ad0606.pdf
4342,2006,6,HDSP (HIGH DESERT SP),4691,7,4698,2534,185.4,4752,TPOP1Ad0606.pdf
4343,2006,6,FOL (FOLSOM SP) (MALE),4141,0,4141,2475,167.3,4249,TPOP1Ad0606.pdf
4344,2006,6,DVI (DEUEL VOCATIONAL INSTITUTION),3875,12,3887,1787,217.5,3551,TPOP1Ad0606.pdf
4345,2006,6,CTF (CORRECTIONAL TRAINING FAC),7114,0,7114,3319,214.3,7001,TPOP1Ad0606.pdf
4346,2006,6,CVSP (CHUCKAWALLA VALLEY SP),4267,0,4267,1738,245.5,3860,TPOP1Ad0606.pdf
4347,2006,6,SATF (CA SUBSTANCE ABUSE TREAT FAC),7511,1,7512,3591,209.2,7027,TPOP1Ad0606.pdf
4348,2006,6,"SOL (CA SP, SOLANO)",6053,0,6053,2658,227.7,5660,TPOP1Ad0606.pdf
4349,2006,6,SQ (SAN QUENTIN SP),5128,9,5137,3661,140.3,5681,TPOP1Ad0606.pdf
4350,2006,6,"SAC (CA SP, SACRAMENTO)",3172,0,3172,1898,167.1,3244,TPOP1Ad0606.pdf
4351,2006,6,"LAC (CA SP, LOS ANGELES COUNTY)",1157,0,1157,400,289.2,400,TPOP1Ad0606.pdf
4352,2006,6,"LAC (CA SP, LOS ANGELES COUNTY)",3395,0,3395,2200,154.3,4684,TPOP1Ad0606.pdf
4353,2006,6,"COR (CA SP, CORCORAN)",5321,1,5322,3016,176.5,5134,TPOP1Ad0606.pdf
4354,2006,6,CEN (CENTINELA SP),4949,0,4949,2316,213.7,5103,TPOP1Ad0606.pdf
4355,2006,6,CAL (CALIPATRIA SP),4246,0,4246,2508,169.3,4268,TPOP1Ad0606.pdf
4356,2006,6,"CRC (CAL REHAB CTR, MEN)",3185,837,4022,1814,221.7,3952,TPOP1Ad0606.pdf
4357,2006,6,CMC (CA MEN'S COLONY),6557,0,6557,3884,168.8,6604,TPOP1Ad0606.pdf
4358,2006,6,CMF (CA MEDICAL FAC),3034,0,3034,2315,131.1,3351,TPOP1Ad0606.pdf
4359,2006,6,CIM (CA INSTITUTION FOR MEN),6570,16,6586,3078,214.0,6615,TPOP1Ad0606.pdf
4360,2006,6,CCI (CA CORRECTIONAL INSTITUTION),5508,0,5508,3020,182.4,5558,TPOP1Ad0606.pdf
4361,2006,6,CCC (CA CORRECTIONAL CENTER),6139,0,6139,3682,166.7,5750,TPOP1Ad0606.pdf
4362,2006,6,ASP (AVENAL SP),7491,0,7491,3114,240.6,7028,TPOP1Ad0606.pdf
4363,2006,7,VSP (VALLEY SP),3809,29,3838,2015,190.5,3686,TPOP1Ad0607.pdf
4364,2006,7,SBRN (SAN BRUNO CO. JAIL),3,0,3,60,5.0,200,TPOP1Ad0607.pdf
4365,2006,7,CCWF (CENTRAL CA WOMEN'S FAC),3808,4,3812,2029,187.9,3490,TPOP1Ad0607.pdf
4366,2006,7,"CRC (CAL REHAB CTR, WOMEN)",385,306,691,500,138.2,680,TPOP1Ad0607.pdf
4367,2006,7,CIW (CA INSTITUTION FOR WOMEN),2621,11,2632,1346,195.5,2270,TPOP1Ad0607.pdf
4368,2006,7,WSP (WASCO SP),5988,9,5997,3314,181.0,6066,TPOP1Ad0607.pdf
4369,2006,7,SCC (SIERRA CONSERVATION CENTER),6079,0,6079,3606,168.6,6107,TPOP1Ad0607.pdf
4370,2006,7,SBRN (SAN BRUNO CO. JAIL),143,0,143,60,238.3,200,TPOP1Ad0607.pdf
4371,2006,7,SVSP (SALINAS VALLEY SP),4579,0,4579,2914,157.1,4510,TPOP1Ad0607.pdf
4372,2006,7,RJD (RJ DONOVAN CORRECTIONAL FAC),4566,0,4566,2308,197.8,4443,TPOP1Ad0607.pdf
4373,2006,7,PVSP (PLEASANT VALLEY SP),5041,0,5041,2298,219.4,5028,TPOP1Ad0607.pdf
4374,2006,7,PBSP (PELICAN BAY SP),3455,0,3455,2376,145.4,3582,TPOP1Ad0607.pdf
4375,2006,7,NKSP (NORTH KERN SP),5375,9,5384,2918,184.5,5387,TPOP1Ad0607.pdf
4376,2006,7,MCSP (MULE CREEK SP),3938,0,3938,1700,231.6,3837,TPOP1Ad0607.pdf
4377,2006,7,KVSP (KERN VALLEY SP),4737,1,4738,2718,174.3,4636,TPOP1Ad0607.pdf
4378,2006,7,ISP (IRONWOOD SP),4597,0,4597,2200,209.0,4653,TPOP1Ad0607.pdf
4379,2006,7,HDSP (HIGH DESERT SP),4729,2,4731,2534,186.7,4752,TPOP1Ad0607.pdf
4380,2006,7,FOL (FOLSOM SP) (MALE),4075,0,4075,2475,164.6,4249,TPOP1Ad0607.pdf
4381,2006,7,DVI (DEUEL VOCATIONAL INSTITUTION),3839,15,3854,1787,215.7,3551,TPOP1Ad0607.pdf
4382,2006,7,CTF (CORRECTIONAL TRAINING FAC),7117,0,7117,3319,214.4,7001,TPOP1Ad0607.pdf
4383,2006,7,CVSP (CHUCKAWALLA VALLEY SP),4224,0,4224,1738,243.0,3860,TPOP1Ad0607.pdf
4384,2006,7,SATF (CA SUBSTANCE ABUSE TREAT FAC),7431,1,7432,3591,207.0,7027,TPOP1Ad0607.pdf
4385,2006,7,"SOL (CA SP, SOLANO)",6063,0,6063,2658,228.1,5660,TPOP1Ad0607.pdf
4386,2006,7,SQ (SAN QUENTIN SP),5038,10,5048,3661,137.9,5681,TPOP1Ad0607.pdf
4387,2006,7,"SAC (CA SP, SACRAMENTO)",3117,0,3117,1898,164.2,3244,TPOP1Ad0607.pdf
4388,2006,7,"LAC (CA SP, LOS ANGELES COUNTY)",4512,0,4512,2600,173.5,5084,TPOP1Ad0607.pdf
4389,2006,7,"COR (CA SP, CORCORAN)",5314,0,5314,3016,176.2,5134,TPOP1Ad0607.pdf
4390,2006,7,CEN (CENTINELA SP),4943,0,4943,2316,213.4,5103,TPOP1Ad0607.pdf
4391,2006,7,CAL (CALIPATRIA SP),4271,0,4271,2508,170.3,4268,TPOP1Ad0607.pdf
4392,2006,7,"CRC (CAL REHAB CTR, MEN)",3146,845,3991,1814,220.0,3952,TPOP1Ad0607.pdf
4393,2006,7,CMC (CA MEN'S COLONY),6555,0,6555,3884,168.8,6604,TPOP1Ad0607.pdf
4394,2006,7,CMF (CA MEDICAL FAC),3035,0,3035,2315,131.1,3351,TPOP1Ad0607.pdf
4395,2006,7,CIM (CA INSTITUTION FOR MEN),6539,26,6565,3078,213.3,6615,TPOP1Ad0607.pdf
4396,2006,7,CCI (CA CORRECTIONAL INSTITUTION),5413,0,5413,3020,179.2,5558,TPOP1Ad0607.pdf
4397,2006,7,CCC (CA CORRECTIONAL CENTER),6117,0,6117,3682,166.1,5750,TPOP1Ad0607.pdf
4398,2006,7,ASP (AVENAL SP),7523,0,7523,3114,241.6,7028,TPOP1Ad0607.pdf
4399,2006,8,VSP (VALLEY SP),3789,11,3800,2015,188.6,3686,TPOP1Ad0608.pdf
4400,2006,8,SBRN (SAN BRUNO CO. JAIL),12,0,12,60,20.0,200,TPOP1Ad0608.pdf
4401,2006,8,CCWF (CENTRAL CA WOMEN'S FAC),3885,5,3890,2029,191.7,3490,TPOP1Ad0608.pdf
4402,2006,8,"CRC (CAL REHAB CTR, WOMEN)",401,319,720,500,144.0,680,TPOP1Ad0608.pdf
4403,2006,8,CIW (CA INSTITUTION FOR WOMEN),2673,12,2685,2372,113.2,4220,TPOP1Ad0608.pdf
4404,2006,8,WSP (WASCO SP),5796,24,5820,3314,175.6,6066,TPOP1Ad0608.pdf
4405,2006,8,SCC (SIERRA CONSERVATION CENTER),6157,1,6158,3606,170.8,6107,TPOP1Ad0608.pdf
4406,2006,8,SBRN (SAN BRUNO CO. JAIL),161,0,161,60,268.3,200,TPOP1Ad0608.pdf
4407,2006,8,SVSP (SALINAS VALLEY SP),4542,0,4542,2914,155.9,4510,TPOP1Ad0608.pdf
4408,2006,8,RJD (RJ DONOVAN CORRECTIONAL FAC),4733,0,4733,2308,205.1,4443,TPOP1Ad0608.pdf
4409,2006,8,PVSP (PLEASANT VALLEY SP),5042,0,5042,2298,219.4,5028,TPOP1Ad0608.pdf
4410,2006,8,PBSP (PELICAN BAY SP),3457,1,3458,2376,145.5,3582,TPOP1Ad0608.pdf
4411,2006,8,NKSP (NORTH KERN SP),5325,2,5327,2918,182.6,5387,TPOP1Ad0608.pdf
4412,2006,8,MCSP (MULE CREEK SP),3941,0,3941,1700,231.8,3837,TPOP1Ad0608.pdf
4413,2006,8,KVSP (KERN VALLEY SP),4667,1,4668,2718,171.7,4636,TPOP1Ad0608.pdf
4414,2006,8,ISP (IRONWOOD SP),4659,0,4659,2200,211.8,4653,TPOP1Ad0608.pdf
4415,2006,8,HDSP (HIGH DESERT SP),4768,5,4773,2534,188.4,4752,TPOP1Ad0608.pdf
4416,2006,8,FOL (FOLSOM SP) (MALE),4083,0,4083,2475,165.0,4249,TPOP1Ad0608.pdf
4417,2006,8,DVI (DEUEL VOCATIONAL INSTITUTION),3984,6,3990,1787,223.3,3551,TPOP1Ad0608.pdf
4418,2006,8,CTF (CORRECTIONAL TRAINING FAC),7082,0,7082,3319,213.4,7001,TPOP1Ad0608.pdf
4419,2006,8,CVSP (CHUCKAWALLA VALLEY SP),3882,0,3882,1738,223.4,3860,TPOP1Ad0608.pdf
4420,2006,8,SATF (CA SUBSTANCE ABUSE TREAT FAC),7438,2,7440,3591,207.2,7027,TPOP1Ad0608.pdf
4421,2006,8,"SOL (CA SP, SOLANO)",6107,0,6107,2658,229.8,5660,TPOP1Ad0608.pdf
4422,2006,8,SQ (SAN QUENTIN SP),5101,6,5107,3661,139.5,5681,TPOP1Ad0608.pdf
4423,2006,8,"SAC (CA SP, SACRAMENTO)",3157,0,3157,1898,166.3,3244,TPOP1Ad0608.pdf
4424,2006,8,"LAC (CA SP, LOS ANGELES COUNTY)",4479,0,4479,2600,172.3,5084,TPOP1Ad0608.pdf
4425,2006,8,"COR (CA SP, CORCORAN)",5345,1,5346,3016,177.3,5134,TPOP1Ad0608.pdf
4426,2006,8,CEN (CENTINELA SP),4972,1,4973,2316,214.7,5103,TPOP1Ad0608.pdf
4427,2006,8,CAL (CALIPATRIA SP),4210,0,4210,2508,167.9,4268,TPOP1Ad0608.pdf
4428,2006,8,"CRC (CAL REHAB CTR, MEN)",3178,811,3989,1814,219.9,3952,TPOP1Ad0608.pdf
4429,2006,8,CMC (CA MEN'S COLONY),6568,0,6568,3884,169.1,6604,TPOP1Ad0608.pdf
4430,2006,8,CMF (CA MEDICAL FAC),3017,0,3017,2315,130.3,3351,TPOP1Ad0608.pdf
4431,2006,8,CIM (CA INSTITUTION FOR MEN),6727,24,6751,3078,219.3,6615,TPOP1Ad0608.pdf
4432,2006,8,CCI (CA CORRECTIONAL INSTITUTION),5728,0,5728,3020,189.7,5558,TPOP1Ad0608.pdf
4433,2006,8,CCC (CA CORRECTIONAL CENTER),6169,0,6169,3682,167.5,5750,TPOP1Ad0608.pdf
4434,2006,8,ASP (AVENAL SP),7507,0,7507,3114,241.1,7028,TPOP1Ad0608.pdf
4435,2006,9,VSP (VALLEY SP),3842,16,3858,2015,191.5,3686,TPOP1Ad0609.pdf
4436,2006,9,SBRN (SAN BRUNO CO. JAIL),2,0,2,60,3.3,200,TPOP1Ad0609.pdf
4437,2006,9,CCWF (CENTRAL CA WOMEN'S FAC),3941,6,3947,2029,194.5,3490,TPOP1Ad0609.pdf
4438,2006,9,"CRC (CAL REHAB CTR, WOMEN)",430,334,764,500,152.8,680,TPOP1Ad0609.pdf
4439,2006,9,CIW (CA INSTITUTION FOR WOMEN),2651,8,2659,2372,112.1,4220,TPOP1Ad0609.pdf
4440,2006,9,WSP (WASCO SP),5778,21,5799,3314,175.0,6066,TPOP1Ad0609.pdf
4441,2006,9,SCC (SIERRA CONSERVATION CENTER),6226,1,6227,3606,172.7,6107,TPOP1Ad0609.pdf
4442,2006,9,SBRN (SAN BRUNO CO. JAIL),158,0,158,60,263.3,200,TPOP1Ad0609.pdf
4443,2006,9,SVSP (SALINAS VALLEY SP),4639,0,4639,2914,159.2,4510,TPOP1Ad0609.pdf
4444,2006,9,RJD (RJ DONOVAN CORRECTIONAL FAC),4782,0,4782,2308,207.2,4443,TPOP1Ad0609.pdf
4445,2006,9,PVSP (PLEASANT VALLEY SP),5123,0,5123,2298,222.9,5028,TPOP1Ad0609.pdf
4446,2006,9,PBSP (PELICAN BAY SP),3462,1,3463,2376,145.7,3582,TPOP1Ad0609.pdf
4447,2006,9,NKSP (NORTH KERN SP),5472,3,5475,2918,187.6,5387,TPOP1Ad0609.pdf
4448,2006,9,MCSP (MULE CREEK SP),3962,0,3962,1700,233.1,3837,TPOP1Ad0609.pdf
4449,2006,9,KVSP (KERN VALLEY SP),4800,1,4801,2718,176.6,4636,TPOP1Ad0609.pdf
4450,2006,9,ISP (IRONWOOD SP),4636,0,4636,2200,210.7,4653,TPOP1Ad0609.pdf
4451,2006,9,HDSP (HIGH DESERT SP),4755,8,4763,2534,188.0,4752,TPOP1Ad0609.pdf
4452,2006,9,FOL (FOLSOM SP) (MALE),3953,0,3953,2475,159.7,4249,TPOP1Ad0609.pdf
4453,2006,9,DVI (DEUEL VOCATIONAL INSTITUTION),3860,6,3866,1787,216.3,3551,TPOP1Ad0609.pdf
4454,2006,9,CTF (CORRECTIONAL TRAINING FAC),7074,0,7074,3319,213.1,7001,TPOP1Ad0609.pdf
4455,2006,9,CVSP (CHUCKAWALLA VALLEY SP),4042,0,4042,1738,232.6,3860,TPOP1Ad0609.pdf
4456,2006,9,SATF (CA SUBSTANCE ABUSE TREAT FAC),7486,3,7489,3591,208.5,7027,TPOP1Ad0609.pdf
4457,2006,9,"SOL (CA SP, SOLANO)",6063,0,6063,2658,228.1,5660,TPOP1Ad0609.pdf
4458,2006,9,SQ (SAN QUENTIN SP),5188,6,5194,3661,141.9,5681,TPOP1Ad0609.pdf
4459,2006,9,"SAC (CA SP, SACRAMENTO)",3153,0,3153,1898,166.1,3244,TPOP1Ad0609.pdf
4460,2006,9,"LAC (CA SP, LOS ANGELES COUNTY)",4540,0,4540,2600,174.6,5084,TPOP1Ad0609.pdf
4461,2006,9,"COR (CA SP, CORCORAN)",5396,1,5397,3016,178.9,5134,TPOP1Ad0609.pdf
4462,2006,9,CEN (CENTINELA SP),4940,0,4940,2316,213.3,5103,TPOP1Ad0609.pdf
4463,2006,9,CAL (CALIPATRIA SP),4282,0,4282,2508,170.7,4268,TPOP1Ad0609.pdf
4464,2006,9,"CRC (CAL REHAB CTR, MEN)",3169,828,3997,1814,220.3,3952,TPOP1Ad0609.pdf
4465,2006,9,CMC (CA MEN'S COLONY),6534,0,6534,3884,168.2,6604,TPOP1Ad0609.pdf
4466,2006,9,CMF (CA MEDICAL FAC),3041,0,3041,2315,131.4,3351,TPOP1Ad0609.pdf
4467,2006,9,CIM (CA INSTITUTION FOR MEN),6320,22,6342,3078,206.0,6615,TPOP1Ad0609.pdf
4468,2006,9,CCI (CA CORRECTIONAL INSTITUTION),5829,0,5829,3476,167.7,5824,TPOP1Ad0609.pdf
4469,2006,9,CCC (CA CORRECTIONAL CENTER),6169,0,6169,3682,167.5,5750,TPOP1Ad0609.pdf
4470,2006,9,ASP (AVENAL SP),7497,0,7497,3114,240.8,7028,TPOP1Ad0609.pdf
4471,2006,10,VSP (VALLEY SP),3865,13,3878,1980,195.9,3902,TPOP1Ad0610.pdf
4472,2006,10,SBRN (SAN BRUNO CO. JAIL),2,0,2,60,3.3,60,TPOP1Ad0610.pdf
4473,2006,10,CCWF (CENTRAL CA WOMEN'S FAC),3838,3,3841,2004,191.7,3943,TPOP1Ad0610.pdf
4474,2006,10,"CRC (CAL REHAB CTR, WOMEN)",432,331,763,500,152.6,780,TPOP1Ad0610.pdf
4475,2006,10,CIW (CA INSTITUTION FOR WOMEN),2624,8,2632,1346,195.5,2703,TPOP1Ad0610.pdf
4476,2006,10,WSP (WASCO SP),5632,20,5652,2834,199.4,5717,TPOP1Ad0610.pdf
4477,2006,10,SCC (SIERRA CONSERVATION CENTER),6192,0,6192,3736,165.7,6215,TPOP1Ad0610.pdf
4478,2006,10,SBRN (SAN BRUNO CO. JAIL),147,0,147,60,245.0,60,TPOP1Ad0610.pdf
4479,2006,10,SVSP (SALINAS VALLEY SP),4624,0,4624,1798,257.2,3176,TPOP1Ad0610.pdf
4480,2006,10,RJD (RJ DONOVAN CORRECTIONAL FAC),4793,0,4793,2200,217.9,4756,TPOP1Ad0610.pdf
4481,2006,10,PVSP (PLEASANT VALLEY SP),5120,0,5120,1808,283.2,4012,TPOP1Ad0610.pdf
4482,2006,10,PBSP (PELICAN BAY SP),3474,0,3474,2252,154.3,3316,TPOP1Ad0610.pdf
4483,2006,10,NKSP (NORTH KERN SP),5486,3,5489,2692,203.9,5401,TPOP1Ad0610.pdf
4484,2006,10,MCSP (MULE CREEK SP),3951,0,3951,1700,232.4,3609,TPOP1Ad0610.pdf
4485,2006,10,KVSP (KERN VALLEY SP),4782,1,4783,2625,182.2,4989,TPOP1Ad0610.pdf
4486,2006,10,ISP (IRONWOOD SP),4721,0,4721,2200,214.6,4809,TPOP1Ad0610.pdf
4487,2006,10,HDSP (HIGH DESERT SP),4674,6,4680,2444,191.5,4706,TPOP1Ad0610.pdf
4488,2006,10,FOL (FOLSOM SP) (MALE),4030,0,4030,2236,180.2,4078,TPOP1Ad0610.pdf
4489,2006,10,DVI (DEUEL VOCATIONAL INSTITUTION),3822,7,3829,2270,168.7,4455,TPOP1Ad0610.pdf
4490,2006,10,CTF (CORRECTIONAL TRAINING FAC),7129,0,7129,3301,216.0,6527,TPOP1Ad0610.pdf
4491,2006,10,CVSP (CHUCKAWALLA VALLEY SP),4224,0,4224,1738,243.0,4292,TPOP1Ad0610.pdf
4492,2006,10,SATF (CA SUBSTANCE ABUSE TREAT FAC),7501,3,7504,3424,219.2,7593,TPOP1Ad0610.pdf
4493,2006,10,"SOL (CA SP, SOLANO)",6002,0,6002,2610,230.0,6083,TPOP1Ad0610.pdf
4494,2006,10,SQ (SAN QUENTIN SP),5276,13,5289,3109,170.1,5220,TPOP1Ad0610.pdf
4495,2006,10,"SAC (CA SP, SACRAMENTO)",3102,0,3102,1532,202.5,2781,TPOP1Ad0610.pdf
4496,2006,10,"LAC (CA SP, LOS ANGELES COUNTY)",4470,0,4470,2300,194.3,4418,TPOP1Ad0610.pdf
4497,2006,10,"COR (CA SP, CORCORAN)",5449,1,5450,3116,174.9,5087,TPOP1Ad0610.pdf
4498,2006,10,CEN (CENTINELA SP),4942,0,4942,4408,112.1,9504,TPOP1Ad0610.pdf
4499,2006,10,CAL (CALIPATRIA SP),4262,0,4262,2308,184.7,4318,TPOP1Ad0610.pdf
4500,2006,10,"CRC (CAL REHAB CTR, MEN)",3112,844,3956,1814,218.1,4000,TPOP1Ad0610.pdf
4501,2006,10,CMC (CA MEN'S COLONY),6552,0,6552,3840,170.6,6574,TPOP1Ad0610.pdf
4502,2006,10,CMF (CA MEDICAL FAC),3073,0,3073,2307,133.2,3316,TPOP1Ad0610.pdf
4503,2006,10,CIM (CA INSTITUTION FOR MEN),6353,18,6371,3207,198.7,6464,TPOP1Ad0610.pdf
4504,2006,10,CCI (CA CORRECTIONAL INSTITUTION),5816,2,5818,2985,194.9,6073,TPOP1Ad0610.pdf
4505,2006,10,CCC (CA CORRECTIONAL CENTER),6114,0,6114,3882,157.5,6073,TPOP1Ad0610.pdf
4506,2006,10,ASP (AVENAL SP),7651,0,7651,2920,262.0,7710,TPOP1Ad0610.pdf
4507,2006,11,VSP (VALLEY SP),3817,8,3825,1980,193.2,3902,TPOP1Ad0611.pdf
4508,2006,11,SBRN (SAN BRUNO CO. JAIL),2,0,2,60,3.3,60,TPOP1Ad0611.pdf
4509,2006,11,CCWF (CENTRAL CA WOMEN'S FAC),3866,3,3869,2004,193.1,3943,TPOP1Ad0611.pdf
4510,2006,11,"CRC (CAL REHAB CTR, WOMEN)",430,327,757,500,151.4,780,TPOP1Ad0611.pdf
4511,2006,11,CIW (CA INSTITUTION FOR WOMEN),2662,8,2670,1346,198.4,2703,TPOP1Ad0611.pdf
4512,2006,11,WSP (WASCO SP),5752,14,5766,2834,203.5,5717,TPOP1Ad0611.pdf
4513,2006,11,SCC (SIERRA CONSERVATION CENTER),6217,1,6218,3736,166.4,6215,TPOP1Ad0611.pdf
4514,2006,11,SBRN (SAN BRUNO CO. JAIL),121,0,121,60,201.7,60,TPOP1Ad0611.pdf
4515,2006,11,SVSP (SALINAS VALLEY SP),4619,0,4619,1798,256.9,3176,TPOP1Ad0611.pdf
4516,2006,11,RJD (RJ DONOVAN CORRECTIONAL FAC),4345,0,4345,2200,197.5,4756,TPOP1Ad0611.pdf
4517,2006,11,PVSP (PLEASANT VALLEY SP),5066,0,5066,1808,280.2,4012,TPOP1Ad0611.pdf
4518,2006,11,PBSP (PELICAN BAY SP),3490,0,3490,2252,155.0,3316,TPOP1Ad0611.pdf
4519,2006,11,NKSP (NORTH KERN SP),5454,2,5456,2692,202.7,5401,TPOP1Ad0611.pdf
4520,2006,11,MCSP (MULE CREEK SP),3998,0,3998,1700,235.2,3609,TPOP1Ad0611.pdf
4521,2006,11,KVSP (KERN VALLEY SP),4843,1,4844,2625,184.5,4989,TPOP1Ad0611.pdf
4522,2006,11,ISP (IRONWOOD SP),4751,0,4751,2200,216.0,4809,TPOP1Ad0611.pdf
4523,2006,11,HDSP (HIGH DESERT SP),4638,2,4640,2444,189.9,4706,TPOP1Ad0611.pdf
4524,2006,11,FOL (FOLSOM SP) (MALE),4027,0,4027,2236,180.1,4078,TPOP1Ad0611.pdf
4525,2006,11,DVI (DEUEL VOCATIONAL INSTITUTION),3823,10,3833,2270,168.9,4455,TPOP1Ad0611.pdf
4526,2006,11,CTF (CORRECTIONAL TRAINING FAC),7098,0,7098,3301,215.0,6527,TPOP1Ad0611.pdf
4527,2006,11,CVSP (CHUCKAWALLA VALLEY SP),4150,0,4150,1738,238.8,4292,TPOP1Ad0611.pdf
4528,2006,11,SATF (CA SUBSTANCE ABUSE TREAT FAC),7470,3,7473,3424,218.3,7593,TPOP1Ad0611.pdf
4529,2006,11,"SOL (CA SP, SOLANO)",5960,0,5960,2610,228.4,6083,TPOP1Ad0611.pdf
4530,2006,11,SQ (SAN QUENTIN SP),5214,5,5219,3109,167.9,5220,TPOP1Ad0611.pdf
4531,2006,11,"SAC (CA SP, SACRAMENTO)",3116,0,3116,1532,203.4,2781,TPOP1Ad0611.pdf
4532,2006,11,"LAC (CA SP, LOS ANGELES COUNTY)",4390,0,4390,2300,190.9,4418,TPOP1Ad0611.pdf
